Order ID,Date,Customer ID,Total,Payment Method,Card Number,Authorisation Code
0e1c443d079b4c0181dd29f73c647d45,2020-02-15 12:26:25,703491,156.0,Paypal,N/a,d1c6fbbf32306bda5794cdf8108afe65cb71f684
fd006e730cf2449a9a637ce45c540d79,2020-02-16 23:05:13,670624,308.9,Credit Card,6518426293728837,N/a
43cfc12a1c0945ff9de3d023115128a3,2020-02-17 07:10:34,951832,43.5,Debit Card,6011061015902899,N/a
7482d2cdbcc7440f99e7340b532e4446,2020-02-18 09:47:26,482136,108.86,Credit Card,502010932759,N/a
2192ad8ed9dd45338e301a804427b0d2,2020-02-18 11:13:14,275110,193.58,Credit Card,4614912183973565,N/a
8eb12270031c40c3ac69edc79345302c,2020-02-18 11:38:38,827998,176.46,Paypal,N/a,57cf085ff4a92c8a74fc96068da3e15482b4dc98
40361b9a712843f49f8ccba705249a02,2020-02-18 14:07:37,992035,42.87,Debit Card,346414976759999,N/a
a813cc53800e45fdbec5283537b50749,2020-02-19 00:18:09,678766,26.56,Debit Card,213169583794785,N/a
3e1d2e5a266a49c4bc60e627642578fe,2020-02-20 09:42:10,908518,194.22,Debit Card,4013275157671905,N/a
f658441c2665424d8571c6afca4951aa,2020-02-20 19:48:11,265713,49.3,Credit Card,375304340313058,N/a
78539f6da6d6470e8b6cb3816783957a,2020-02-22 00:23:27,914479,273.5,Debit Card,2720717166387203,N/a
920a0011c49d4b4d9decf2dd02a352ae,2020-02-22 06:11:58,508268,135.69,Credit Card,4393174561519,N/a
7685f2d0e03e406fb74a5590676284a7,2020-02-22 09:35:31,265713,77.21,Credit Card,4967505758199,N/a
deb3e75c38e84421bcc91b15ac0333c5,2020-02-22 20:29:57,415217,109.26,Credit Card,36010107493154,N/a
939bacb9276a438ca94c291fc194772f,2020-02-23 16:27:25,134732,336.98,Debit Card,2257754594724880,N/a
aa46a66baa2c46f4b2be635548b5cf75,2020-02-23 17:21:21,215468,51.68,Credit Card,5491600461928220,N/a
2f125f1fa060459e95ea75cbad8c3b4b,2020-02-23 22:22:36,559819,176.72,Debit Card,4223817062530616983,N/a
661b3f00dfcf4d9fa7981d2ac78c7754,2020-02-24 00:21:47,401793,179.81,Paypal,N/a,ddd276c6ece5d2a7441e379679d49b957ad4eafa
bab448586b9349978a30437007bf81c1,2020-02-24 20:23:35,425540,26.73,Credit Card,346119299250507,N/a
e69b295f65a74a9897e6302df8d85d30,2020-02-25 04:07:23,302136,75.04,Paypal,N/a,7317618829efd7a13f09dcfbdd85e5347c7662ef
b569ea67b6b44996ab2e1adc76002471,2020-02-26 03:42:40,174266,228.81,Google Pay,N/a,272e3cc089e84c27fb61a0de62125c6a392a915e
75721118fd5c4747870294ff82aa862d,2020-02-27 13:23:08,593564,89.2,Debit Card,3534537191514959,N/a
5c0e676688a9459494a3afc7d4c31690,2020-02-29 09:08:30,981296,19.81,Debit Card,2295624439012409,N/a
294c7cddfcd74b7f82f40db7e9a00808,2020-02-29 19:07:49,443583,295.6,Paypal,N/a,8c923054fb47f388b5c72d48498375f099d66d0e
469b0a1324184acfa7096be425aa3d88,2020-02-29 22:52:38,847482,31.14,Paypal,N/a,926b1c53a303cebd1579ee070743ee4dd40d079a
d063bf34b0d84ed68fe4e3d6d71aa0b2,2020-03-01 06:05:53,268391,340.6,Credit Card,3543447950833740,N/a
d992dcf091dd4f11b0548bfd6e9b1e31,2020-03-01 20:11:01,908946,223.46,Debit Card,4024993925649352,N/a
b401ebbc036945409bf271073ac74742,2020-03-02 02:34:43,960029,20.85,Credit Card,4424907470577,N/a
f631b45eb4c64427b706c5f5bff9e7e6,2020-03-03 02:04:15,456222,89.2,Debit Card,4897184168984755,N/a
665dbfb5e7df4d8b99f08c0953e3c8b3,2020-03-03 06:49:39,419826,28.49,Paypal,N/a,97ee4b1fc67b6a045ed028fd4c798d0b3483fffa
a96c1bb0887a4c43b13138d615108f63,2020-03-03 09:06:47,519337,123.53,Debit Card,4579823903839163,N/a
e0a69e921bd54d568e4b81a3429487ef,2020-03-04 12:15:16,702193,85.78,Debit Card,3505177174335745,N/a
d4d7bbc1ee554aac9572f169228eac44,2020-03-05 04:21:03,456222,47.43,Paypal,N/a,077dc740309df9eb4a50ba0474ad8cc590566692
e79545c2a86d4302b887c9d89a2eec0b,2020-03-06 03:53:58,617535,199.41,Credit Card,3548906957578108,N/a
dacf45a9f87f468eab08fcd7a95fc07f,2020-03-06 19:39:57,774262,202.72,Credit Card,4745862401540,N/a
2484d39e10d34c41809b8e9ba2b98281,2020-03-07 01:54:00,643844,292.84,Paypal,N/a,1da155f3f41deca875710bcdb9b97b710fd9142b
a119eaec628347ecb67ec8c104247908,2020-03-07 06:00:09,399088,186.65,Google Pay,N/a,7b809924e98f125d3df4e9cc66301ffda2400b67
773e262caf964eccae69c70c1e3e1dfd,2020-03-08 18:14:27,316377,94.09,Paypal,N/a,b45b1d7fb3f1fb589b96cef00f33ab912d0b0579
7dc082de332b41c89e3bf242fa14fbf1,2020-03-09 15:49:47,947095,241.89,Credit Card,060410297737,N/a
627ece3113344af49fcfccbf164b0491,2020-03-09 21:41:15,881948,37.89,Paypal,N/a,f4ec96388507e6a8b9341ecf9f5cec8479666fed
214915caf6504caaa1d50a28749e1d0e,2020-03-09 23:02:35,239942,42.81,Debit Card,3543037090951815,N/a
579ba213259544a19ab29f89489e686c,2020-03-10 20:09:45,501424,139.92,Debit Card,2246137955346218,N/a
f081ce6073b445b8abda9c388b2e4490,2020-03-11 07:33:38,908518,185.0,Credit Card,3530712890848149,N/a
3389b8ace3bd4f008332f323f094dc9c,2020-03-11 15:39:12,778077,68.38,Credit Card,4007124446785852,N/a
cf7e11cbc2d44d24b3189a4c475df5cb,2020-03-12 15:37:46,339456,576.15,Debit Card,347146057164108,N/a
bf8804913a944e3e8940ccbd3ca0d448,2020-03-12 23:37:38,304371,39.02,Debit Card,30370943171760,N/a
5641343067f1407c882baf1c1f478db3,2020-03-13 05:40:07,924104,140.57,Credit Card,3598993747818118,N/a
7f1373785f9d4e72be9e3399bcf377f2,2020-03-14 04:40:38,960029,1007.91,Paypal,N/a,8b6c2bf7079a134af537ca33b5330217f2c090b8
5b2507547bd842be9bd48502f8d08022,2020-03-16 14:36:28,914479,175.03,Google Pay,N/a,782d73eab36d198e2bca9345002c90d6d7323f09
3709c8a2caa94817a047337b6f2cb768,2020-03-16 23:30:41,947095,11.34,Debit Card,36525382165482,N/a
04770b0be5ad4d15b8b9a1b75a2b79cd,2020-03-18 00:13:59,944459,307.07,Paypal,N/a,0babef34e16407fbb5c668d26835ef1e97f2bb95
d25555a3a22742f99faa001c63323150,2020-03-18 07:23:31,443583,34.0,Debit Card,348786182360516,N/a
40e945ffac0b4b86901c800fc1394658,2020-03-18 12:06:44,322282,129.79,Paypal,N/a,0e64967d14757a0371b3da4d30a27f1a0323ea24
f897effce6434dcdbaac25bb0babd101,2020-03-18 21:19:09,681089,173.91,Credit Card,6011678450316499,N/a
ffa859a8c8144c4084e7f624b603be5b,2020-03-20 04:00:05,992035,96.89,Paypal,N/a,0cc9d0afbb4736027a59a12b298cba0c8894ab3f
d175a6fb5dfd441e9a07a12d5813b69b,2020-03-21 05:13:50,952568,74.82,Debit Card,676226124532,N/a
497293555af64d8f88fddf49c6ca431a,2020-03-21 06:57:27,239942,133.0,Credit Card,30340982553129,N/a
187b0ea60b5741de8e5a614c456d41c7,2020-03-22 15:34:26,302166,75.71,Debit Card,4859992456934,N/a
0a591c5e21564513998873f2bdee6e38,2020-03-24 10:19:00,169141,57.31,Google Pay,N/a,d2cb0478a3c919354b7ff6d4e7b6d771ff64c3c9
c7283d4965804577a461a7a523be40a0,2020-03-24 12:23:20,119229,11.03,Paypal,N/a,5d50ca418ef61986608e3ec84f212a9e72db409b
a9b27a196c2d4a27bddc9e3a23068861,2020-03-25 12:55:16,508268,285.37,Google Pay,N/a,f15b38d5ca882bb3ce322e5d17ef9f2a99ee7d46
f2eb5b472aca4098bc867f37e4bfe590,2020-03-25 13:10:14,299983,399.8,Google Pay,N/a,c18f62e36cb8619cfef0fbb36471de0becbc2647
32d775c135904432b9081d87f032bcb7,2020-03-26 15:56:31,302098,149.13,Debit Card,4987947097816228,N/a
342d75c40b564bbcbf20f9c3df9b7fda,2020-03-26 22:22:26,582767,157.15,Credit Card,341828940985577,N/a
9a2d22fc124a4428975033a161673223,2020-03-28 05:17:16,980136,113.53,Paypal,N/a,e0a10d2752a574f8a87002b219fbb37eb1cb850d
a17b5a7a64f04c539ecadff46a46cbec,2020-03-29 05:20:03,571634,110.73,Credit Card,3511794511178091,N/a
2bbe89c9005546f08243883f46c69472,2020-03-29 08:17:30,362917,140.85,Debit Card,060475120774,N/a
e5fedb138a1b4fd1bf95db07d65ce0e5,2020-03-29 10:42:41,851380,276.54,Debit Card,675922246003,N/a
042e0bc259e54f9abde1d6da6d7c7ac1,2020-03-29 18:32:47,204047,147.8,Credit Card,4637819073218671223,N/a
4ebdaca302844e079751985727797e06,2020-03-30 06:05:32,663543,155.61,Paypal,N/a,0cd7223c1d9777bd028b2f7b7969c0c975e9288f
bde20000bedf4e598dd4c42e415443e1,2020-03-30 09:05:43,554599,136.86,Debit Card,4782135765435,N/a
0125a97770b448038661a7c626dcc009,2020-03-30 09:17:45,321883,21.36,Google Pay,N/a,3bb013038348dd282b1bbc2903ee448eab14e117
d569c594b76b45ab873a1d9689247b5b,2020-04-01 14:07:49,305478,47.55,Credit Card,3577754727307612,N/a
75fa6d84f8c244568aab637c71d12cd8,2020-04-01 20:48:23,494693,51.89,Credit Card,676271022953,N/a
4272028eb95b48709cf36656d8d90c83,2020-04-02 01:41:31,692993,73.13,Debit Card,3539773127207922,N/a
cad2bbb4c7a44c7886d828161975ec4d,2020-04-03 11:19:06,827998,377.02,Credit Card,4137098559117735195,N/a
e29036c6baef43cb8286acadacd920d4,2020-04-04 00:58:57,215468,201.33,Paypal,N/a,c7db1bdb12462fe457fae65543e3e777295cbfb7
1a948b9c6c894b9e87f2ed01fe6b0119,2020-04-04 19:53:12,757296,117.23,Credit Card,503881395605,N/a
9bf8903b5f204275b2d0a2c08b74d519,2020-04-06 05:09:27,131118,94.47,Paypal,N/a,de755a9c0ffdc525e53109194c443f711836a482
a16689f6863f4685bf2fb8a9474fb294,2020-04-06 05:24:06,522157,170.99,Paypal,N/a,3b807f6e02f048726320eaac354784d387ea52ef
65b492f7fdb84fec8a8a19156a303bed,2020-04-07 00:20:41,381072,358.09,Google Pay,N/a,33bed89924ce13786730b58ead78c8d32555f4be
ca9ee3036f9848f0a5376c8543256514,2020-04-07 16:21:04,886957,66.2,Google Pay,N/a,168211a7a203b9737d3038aeb873b3139bdbff5d
998d528a61674af28041cb2b78c5a6b4,2020-04-07 16:50:00,630745,62.58,Paypal,N/a,0038aa7fc77740fecce6add9714a52d6ffc67aa6
b24e4a0bcc664e5197b32ebe0c8944bd,2020-04-08 03:08:08,659987,139.27,Debit Card,060428599058,N/a
228613acfa60454fb198d99e5b2e66ba,2020-04-09 13:42:05,834032,61.05,Debit Card,2288051088278942,N/a
1ba53be019804f8c90f965417f9c2885,2020-04-09 14:17:37,586498,286.99,Debit Card,502096090613,N/a
a6647f0457b14ce9a1b166db6bb94f6f,2020-04-09 18:30:30,494693,40.88,Debit Card,4148718444576,N/a
d01a9d96d1a24b328d4003616a9d10f7,2020-04-09 19:09:15,671041,10.95,Paypal,N/a,aeb7af02f271edc5246720e65ba8e342ae0f117a
d1f0aa90a00a468c9bda4b395a7a92b4,2020-04-10 05:46:12,508268,93.16,Credit Card,4295631785252105,N/a
197f399ca0194530bd534f272714b933,2020-04-10 14:02:21,449819,201.51,Debit Card,675941631219,N/a
90704882ffd64b9db044bc3600e0ffcb,2020-04-11 14:34:01,256144,21.36,Debit Card,6575098854687015,N/a
228d758b1b624ca9a62aae77d9d30349,2020-04-12 13:51:59,404564,187.25,Paypal,N/a,868aaf9a6f8bb48f9c9c1162f90dcaf284e7d4cc
00f9c2453132439689e5f4dc7e0715a8,2020-04-12 17:52:26,582767,58.61,Google Pay,N/a,81d164efb7d8b67952298d067105bfdfc0e600ad
9be93ec934924806a2ac233fd86d4a9a,2020-04-16 04:29:51,827998,112.45,Paypal,N/a,3fce481da2afa600fc4d44724bea893253e0db25
e9ca5a2902464b80ba51950ef437df93,2020-04-16 06:23:53,883356,26.19,Credit Card,3536808431915969,N/a
e756f9fa47194a039912972c8e145484,2020-04-16 10:42:42,442246,206.0,Debit Card,3576630494895099,N/a
4947c4e718e1451dad7e69a6a72b29af,2020-04-16 21:27:13,777709,50.39,Paypal,N/a,a5b084d19bd067cc903cd6277b246062412bc26a
54adc7a3e5904f228bbd99280e92d50a,2020-04-17 03:11:30,544424,317.5,Debit Card,6011758447000081,N/a
4b5cd0319a6d491595facd917399c4af,2020-04-17 16:33:07,692993,22.84,Debit Card,3543274418193495,N/a
efb351f3d6314091b554dcc7826c318e,2020-04-18 09:39:05,443583,72.96,Paypal,N/a,d2b3dfc8e064b5a24046f46467b08f12d390895e
f38d5067355b4939b7b7cc3279a233e8,2020-04-18 16:16:08,499951,207.21,Debit Card,2239193251411494,N/a
8dcea1cd0c3c483f9521dc5d936270fc,2020-04-18 19:48:15,745409,236.34,Debit Card,371512493667567,N/a
4791d092734a4dee99175ae53bcc1a32,2020-04-19 20:06:27,523523,24.39,Google Pay,N/a,0ec2e061384a978e08fbb199c39dd40b941f7a83
e80262ab608349c891f3f1de3b27871c,2020-04-19 21:14:06,499951,190.07,Paypal,N/a,7344030cd7f94e64dfc0a5fb4de4e9139d17a2fa
7590fb57970340b6bf0092d4569f9451,2020-04-19 22:33:11,120455,85.76,Debit Card,213108624897546,N/a
153752fac61247f2a302fa0cd694a14e,2020-04-20 02:04:17,483446,51.5,Paypal,N/a,8ab9c980288bbb1f2c47de76442dbee7f3b3941f
41f466895f0f4a54a3572b5142d3a8dd,2020-04-20 06:25:09,571634,109.39,Debit Card,30077062376142,N/a
e25abaf93e8d4b7fa9fe501c40a2e49c,2020-04-21 01:58:15,784524,59.4,Debit Card,6580482833946531,N/a
3e18ef2f7ded417d870340af849685e6,2020-04-21 14:05:09,533188,66.8,Credit Card,4459141996075073,N/a
f445c549275e4a0f8db26e9b92b4c034,2020-04-21 14:51:38,582767,11.01,Credit Card,3569946135042530,N/a
60c073ca93cc4422adf834a17f799b5f,2020-04-22 20:36:49,617535,244.31,Debit Card,4671600946878292,N/a
efef0f3120fb4cbeab1d6e53ea6f6f73,2020-04-23 05:54:14,643844,158.78,Debit Card,345401215679063,N/a
4a6bce2161894877a38c81046a1730b0,2020-04-23 11:43:05,659987,42.19,Debit Card,4388412857101570422,N/a
3c21c715864344c1902c735e0d28277f,2020-04-23 22:28:44,209717,389.63,Credit Card,36357258569419,N/a
7b8060c008a24594aa7f30ed2762596a,2020-04-24 07:32:02,415217,439.22,Debit Card,4311266603709511676,N/a
114da24aec584c87b7c43ecf0cf5ddff,2020-04-24 15:52:55,396794,23.43,Credit Card,630457054934,N/a
cadd37c18c2e4aba870b92dd87a0735e,2020-04-25 03:56:02,706966,71.75,Debit Card,4171034545017,N/a
dc9696980ecc41b9b79c40380fa7728f,2020-04-25 17:05:07,412651,211.45,Paypal,N/a,4bd9ed013c1a47f712d23df8cc701859908a7076
10ef7a38f82b498389c7b327adf574e0,2020-04-25 17:52:09,443583,44.28,Credit Card,3547491184540024,N/a
e0ebe9fd30b64ece9e625f856c778fc5,2020-04-26 11:28:16,703491,280.77,Paypal,N/a,de4984f7886697038a25ea8b99dfee2671da77c6
a1992c701a934c979a5566cd680ddaac,2020-04-27 01:52:02,681349,63.86,Paypal,N/a,d244ca953698cf2f72c8260ece97ac44bbf6b4f8
f76f453f1cf04bd9b0b6e4bb6b30710c,2020-04-27 13:46:25,944584,215.4,Debit Card,2224272808186093,N/a
b37b1bc4656c443d9ac02c5b3d55a045,2020-04-28 05:06:28,119229,197.65,Debit Card,6579289432971239,N/a
eeac79e1384e48f7b3710b9427b30341,2020-04-28 06:21:19,302136,145.23,Paypal,N/a,bd40eeb8fff32beee72b7cdf810fb370064de64e
601e35cc9db54c0fba5b6a8dcebbef69,2020-04-29 09:26:56,248025,279.54,Debit Card,341347434037555,N/a
6041b1394e6541b9bed18532b9cc8db0,2020-04-29 19:46:11,152996,30.16,Google Pay,N/a,2336473cf71966a0ec94d333be14166b3bd7e9fa
27d9d0f26c574426961d0517a9f4a578,2020-04-30 04:03:43,966588,162.86,Credit Card,4031450235091826,N/a
509928446adc4038be76805a80a20eae,2020-05-01 08:47:02,946667,45.45,Debit Card,4625670648151662850,N/a
0928d4c931d247929173168c45a67d90,2020-05-01 12:55:13,364011,39.0,Credit Card,3521706665894115,N/a
0ac72ecdaf70433daee9a07961412473,2020-05-01 21:31:27,951832,37.29,Debit Card,6011158044999928,N/a
12100839270f420e8fbd656119509ae2,2020-05-03 11:10:50,519337,381.05,Paypal,N/a,2db06a57187d283a9b13c080656ce2d417b26261
142a6384a2ec409cab776a02525d523f,2020-05-04 13:25:54,585910,213.23,Credit Card,30235870307945,N/a
09c247e21dc24b21bfcdb11822a6c746,2020-05-04 14:23:18,926180,236.47,Debit Card,3533212655584960,N/a
3ad2ead4d8904fdb96c9130bdca354f1,2020-05-04 20:46:20,757296,169.28,Credit Card,2642560578908876,N/a
c9848a1b55744480867f4e8540b4dbda,2020-05-05 02:01:28,501424,21.36,Debit Card,3585347641039872,N/a
256297746398417c8f8ab42fa924670f,2020-05-05 05:34:38,865134,78.7,Debit Card,30488223188377,N/a
7934fd7df2054750a6f9997bf0ce964c,2020-05-05 08:32:17,908518,226.28,Paypal,N/a,4d954ef58f1fbf29757d63a8e4a69d8cb6af181d
e2537e28581e40f390e05a2301691a84,2020-05-05 17:05:44,927426,126.43,Debit Card,3583136450333043,N/a
70f7b0b916484e9796d66d613bfb1326,2020-05-05 20:44:03,443583,151.78,Debit Card,2524284591080844,N/a
76dffa6432644c4884fddee3b4b48b36,2020-05-06 18:15:09,302166,43.5,Credit Card,3508342422777935,N/a
66219308a6fb4162bf8e1d825a690f39,2020-05-07 04:55:23,443583,76.32,Debit Card,639014967884,N/a
2df00f7ea454405e87d6ac0bb583c9cd,2020-05-07 05:13:43,847482,116.05,Google Pay,N/a,90f8f359a9cddb7658892d1c4039e5a58b677a61
51a85aaa3e28425b8414931e5fdef529,2020-05-07 18:26:31,649706,28.61,Paypal,N/a,16d0e5ca37a2bfc7c1d4f396c71ce16f4cf11703
caf4d90b40a94e56bfc0d537604507d3,2020-05-08 12:17:38,506073,562.1,Debit Card,3532407057083907,N/a
f5861afe76224e65a68b3eca5360f4a2,2020-05-09 20:10:08,126555,43.5,Debit Card,3567294613605177,N/a
c029a264e0d74de0b6a520522e90072f,2020-05-09 20:37:27,149804,108.0,Debit Card,3597266724351127,N/a
697243f4a34747c49e531ea76787ce21,2020-05-11 04:38:05,443583,254.67,Debit Card,3546666664676486,N/a
655042e39ef54a99a872eda9aefa1c78,2020-05-11 12:00:13,908946,179.44,Credit Card,180027293620790,N/a
2ebc091cce61428287ef6490160e0951,2020-05-11 19:50:21,129088,79.4,Credit Card,4354398277191,N/a
bd58566e5f8b44a7b37a0cbd56d8a266,2020-05-12 11:49:12,815802,49.57,Debit Card,2257979004687043,N/a
07ffc8b8c49840f78e43d63e5cf78f60,2020-05-12 19:43:12,751007,356.69,Debit Card,213182108245597,N/a
f06591f382c642abb52f68488e6ce883,2020-05-12 22:46:25,628899,42.06,Debit Card,2720798071225456,N/a
60dd980a3b804351a70e82dc8bd2675f,2020-05-13 06:31:07,977227,21.36,Paypal,N/a,ddcd2e93707a5128980bc06921996b8966df100c
5c505ee9ca4d42ecadfa256b9d3f031b,2020-05-15 11:47:31,340779,119.69,Debit Card,213154199485044,N/a
821495cd5a2441a2b2b5e5bb0f0c24d7,2020-05-15 21:13:47,522157,64.68,Paypal,N/a,18df31602f0112d4c91e95ecda9714a510630e81
107b4d0ad77141739dd3931e04adf4cc,2020-05-15 23:41:55,908518,111.48,Credit Card,30216354276905,N/a
2742af3b14ca4ad0b7b504c16edbf47b,2020-05-16 00:22:01,494693,21.36,Credit Card,2244046395133700,N/a
765d06624bf54576b9a9775fdc2486a8,2020-05-16 03:32:02,604307,136.73,Credit Card,30192910013456,N/a
d02ed8df557f4ea98f135d624785d822,2020-05-18 06:14:06,570118,59.11,Debit Card,4004243290466782,N/a
f554b78b4715429b8e2edfc9a4a8a4e4,2020-05-18 07:17:45,649706,162.07,Debit Card,3535354839218434,N/a
7708359e84c14c60aa369a5f9484851e,2020-05-19 07:13:43,119229,247.04,Paypal,N/a,54704a779bbf289f94429a38085cc075edc272e5
0d026f85ae304481bfeef4bc5bd1f61e,2020-05-19 15:02:26,456222,56.8,Google Pay,N/a,b0bd348bf7556b1fab5df538f3e937def5e94580
94ed8778819647148704afe70b23752a,2020-05-19 22:49:39,743296,88.19,Debit Card,6011380830499968,N/a
c9b30ba58d3042aca6f7de53dc7c093a,2020-05-20 16:16:00,618400,83.97,Debit Card,4744986648159591,N/a
82a5683821264929a6245864e6515a33,2020-05-20 20:04:42,443583,102.31,Credit Card,3548315858369650,N/a
33122d53c4854fdebe466e6a575cb015,2020-05-21 09:47:12,720364,406.4,Paypal,N/a,18165f576666188f61e8eb635bc5907de7e10bea
7bb464765e344fea8f14357e70d79320,2020-05-21 11:10:58,403760,261.38,Debit Card,4518352212406013,N/a
de519efb10794f0ba959b24563af60fe,2020-05-21 19:16:59,365663,211.65,Debit Card,213142402336963,N/a
1d0c467344df47a8b11fc5f70b5c7d30,2020-05-22 09:47:44,443583,74.95,Google Pay,N/a,0f061f9cb05d7c0671b2425b72bad0565d27b6b2
dfc7a90361f3402290fb5108c937c688,2020-05-24 08:04:25,638973,28.61,Credit Card,561028133214,N/a
dc18bd37881e442baa7d04c4b1d1e0d5,2020-05-24 20:43:51,908518,17.89,Credit Card,4576188697296597,N/a
8632d3f1549d43f89b0c4975ddc50d12,2020-05-25 02:09:01,348807,111.64,Credit Card,4469849574516635,N/a
2e6cd7e54a5a47368f91aff0cddde977,2020-05-25 03:36:16,893864,464.39,Credit Card,180099917223087,N/a
4aa2554f39d64ac4bd3097288232a151,2020-05-25 11:45:40,212056,288.61,Debit Card,563773822405,N/a
c6cc3313f8ee4015841105fc5e2bb94b,2020-05-26 06:59:13,526183,166.29,Debit Card,6524906637973670,N/a
ca70631d477f466b8c2919b2f7f3d080,2020-05-26 12:12:27,226751,49.66,Paypal,N/a,9174cdf8264c0dbf39bc06dc1d1af15c806a2d8c
eda76ecd97714452acf06fa8782e26bf,2020-05-26 13:51:21,960029,16.85,Debit Card,6011774411069408,N/a
8968af964c234e77afbec467c7ace774,2020-05-26 20:43:49,450209,32.51,Credit Card,2313324826595326,N/a
